customer_id,registration_date,age,gender,location,customer_segment,churned
CUST00090,2023-08-30 16:57:17.974846,50,M,West,Basic,0
CUST00091,2024-10-29 16:57:17.974851,34,M,West,Premium,0
CUST00092,2023-11-26 16:57:17.974854,69,M,East,Standard,0
CUST00093,2025-03-01 16:57:17.974858,60,F,East,Basic,0
CUST00094,2025-01-04 16:57:17.974863,64,F,East,Basic,0
CUST00095,2024-03-19 16:57:17.974867,38,F,East,Basic,0
CUST00096,2025-01-01 16:57:17.974870,30,F,West,Basic,0
CUST00097,2024-11-14 16:57:17.974875,57,F,West,Basic,1
CUST00098,2025-05-11 16:57:17.974879,37,F,South,Standard,1
CUST00099,2023-09-26 16:57:17.974883,56,F,West,Standard,0
CUST00100,2024-02-14 16:57:17.974888,61,M,West,Basic,0
CUST00101,2024-11-19 16:57:17.974892,60,M,East,Basic,0
CUST00102,2023-07-02 16:57:17.974895,58,F,North,Premium,0
CUST00103,2023-06-23 16:57:17.974899,37,M,South,Premium,0
CUST00104,2025-04-16 16:57:17.974903,20,M,West,Basic,0
CUST00105,2025-02-26 16:57:17.974906,47,F,South,Basic,0
CUST00106,2023-05-29 16:57:17.974910,42,F,West,Premium,0
CUST00107,2024-12-11 16:57:17.974913,59,M,North,Standard,1
CUST00108,2024-09-29 16:57:17.974919,29,F,North,Basic,0
CUST00109,2024-08-29 16:57:17.974922,25,F,South,Standard,0
CUST00110,2023-06-28 16:57:17.974927,51,F,West,Basic,0
CUST00111,2023-12-12 16:57:17.974931,45,F,South,Basic,0
CUST00112,2024-01-11 16:57:17.974935,46,F,South,Basic,0
CUST00113,2024-08-01 16:57:17.974938,67,F,South,Standard,0
CUST00114,2024-02-16 16:57:17.974942,22,F,South,Standard,0
CUST00115,2024-06-02 16:57:17.974946,38,M,South,Premium,0
CUST00116,2024-09-17 16:57:17.974949,42,M,South,Premium,0
CUST00117,2024-03-13 16:57:17.974953,44,F,West,Standard,0
CUST00118,2025-03-09 16:57:17.974956,31,F,West,Basic,0
CUST00119,2023-05-30 16:57:17.974960,19,F,West,Premium,0
CUST00120,2024-05-16 16:57:17.974964,37,F,West,Basic,0
CUST00121,2023-10-30 16:57:17.974968,69,M,West,Premium,0
CUST00122,2024-08-05 16:57:17.974973,45,F,North,Standard,0
CUST00123,2024-06-01 16:57:17.974979,60,F,South,Standard,0
CUST00124,2025-01-01 16:57:17.974987,57,M,West,Basic,0
CUST00125,2023-10-12 16:57:17.974994,60,M,North,Basic,0
CUST00126,2024-02-28 16:57:17.975000,26,F,South,Premium,0
CUST00127,2024-08-18 16:57:17.975008,42,F,South,Standard,0
CUST00128,2024-06-11 16:57:17.975014,39,F,East,Standard,0
CUST00129,2024-08-26 16:57:17.975022,23,F,North,Basic,0
CUST00130,2023-11-06 16:57:17.975029,21,F,South,Basic,0
CUST00131,2025-03-02 16:57:17.975035,67,M,North,Premium,0
CUST00132,2024-10-19 16:57:17.975041,19,M,South,Premium,0
CUST00133,2024-01-13 16:57:17.975047,60,M,South,Standard,0
CUST00134,2023-05-26 16:57:17.975052,34,F,South,Basic,0
CUST00135,2023-08-29 16:57:17.975056,65,M,South,Standard,0
CUST00136,2025-01-21 16:57:17.975060,55,M,East,Basic,0
CUST00137,2023-06-18 16:57:17.975063,42,F,South,Premium,0
CUST00138,2023-09-13 16:57:17.975067,62,M,North,Basic,0
CUST00139,2024-07-07 16:57:17.975071,61,M,North,Standard,0
CUST00140,2023-11-13 16:57:17.975075,45,F,North,Basic,0
CUST00141,2023-07-18 16:57:17.975078,39,M,West,Standard,0
CUST00142,2025-01-23 16:57:17.975082,45,F,West,Basic,1
CUST00143,2024-12-06 16:57:17.975086,45,M,East,Basic,0
CUST00144,2023-11-07 16:57:17.975090,67,F,West,Standard,0
CUST00145,2023-09-13 16:57:17.975093,35,F,South,Premium,0
CUST00146,2024-07-30 16:57:17.975097,46,M,West,Basic,0
CUST00147,2023-08-26 16:57:17.975102,60,F,East,Premium,0
CUST00148,2023-12-22 16:57:17.975106,38,M,West,Premium,0
CUST00149,2024-05-13 16:57:17.975109,69,F,East,Standard,0
CUST00150,2023-09-09 16:57:17.975114,62,F,North,Basic,0
CUST00151,2024-10-28 16:57:17.975117,23,M,West,Standard,0
CUST00152,2023-10-21 16:57:17.975121,66,M,West,Basic,0
CUST00153,2023-05-14 16:57:17.975124,49,F,North,Premium,0
CUST00154,2024-07-14 16:57:17.975128,32,F,South,Standard,0
CUST00155,2023-07-02 16:57:17.975131,55,F,West,Basic,0
CUST00156,2023-11-15 16:57:17.975135,40,F,East,Standard,0
CUST00157,2023-05-23 16:57:17.975139,47,F,East,Standard,0
CUST00158,2024-09-17 16:57:17.975142,25,M,East,Premium,0
CUST00159,2023-11-10 16:57:17.975146,66,M,South,Premium,0
CUST00160,2024-01-02 16:57:17.975151,35,F,North,Premium,0
CUST00161,2024-07-12 16:57:17.975156,32,F,South,Standard,0
CUST00162,2025-04-27 16:57:17.975160,63,M,East,Premium,0
CUST00163,2025-03-17 16:57:17.975163,53,F,South,Basic,0
CUST00164,2023-12-26 16:57:17.975167,24,M,East,Standard,0
CUST00165,2024-01-07 16:57:17.975171,46,F,South,Premium,0
CUST00166,2024-08-26 16:57:17.975176,48,M,North,Standard,0
CUST00167,2023-12-25 16:57:17.975179,22,M,South,Premium,0
CUST00168,2023-10-13 16:57:17.975183,37,M,South,Premium,1
CUST00169,2023-10-18 16:57:17.975187,66,F,South,Basic,0
CUST00170,2024-04-17 16:57:17.975190,46,F,East,Basic,1
CUST00171,2024-02-27 16:57:17.975194,37,M,North,Premium,0
CUST00172,2023-08-10 16:57:17.975198,31,F,North,Premium,0
CUST00173,2024-09-08 16:57:17.975201,29,M,South,Premium,0
CUST00174,2024-03-19 16:57:17.975206,46,F,East,Premium,0
CUST00175,2024-09-16 16:57:17.975209,36,F,West,Premium,0
CUST00176,2023-06-08 16:57:17.975213,32,F,South,Standard,0
CUST00177,2025-01-14 16:57:17.975217,52,M,South,Standard,0
CUST00178,2024-12-17 16:57:17.975221,22,M,South,Standard,0
CUST00179,2023-09-10 16:57:17.975224,65,F,West,Premium,0
CUST00180,2024-01-18 16:57:17.975229,62,F,West,Standard,0
CUST00181,2023-12-16 16:57:17.975235,52,F,West,Premium,0
CUST00182,2023-09-07 16:57:17.975241,20,F,East,Basic,0
CUST00183,2024-08-28 16:57:17.975248,19,M,South,Basic,0
CUST00184,2023-09-30 16:57:17.975254,55,M,East,Basic,0
CUST00185,2025-03-31 16:57:17.975261,66,M,West,Basic,0
CUST00186,2023-07-14 16:57:17.975270,46,F,South,Basic,0
CUST00187,2024-02-20 16:57:17.975277,58,F,North,Standard,0
CUST00188,2024-05-20 16:57:17.975283,44,F,East,Basic,0
CUST00189,2025-01-24 16:57:17.975289,28,F,West,Basic,0
CUST00190,2023-12-21 16:57:17.975295,36,F,North,Standard,0
CUST00191,2025-02-10 16:57:17.975301,38,F,East,Premium,0
CUST00192,2024-03-24 16:57:17.975309,50,M,West,Standard,0
CUST00193,2025-03-17 16:57:17.975317,30,F,West,Basic,0
CUST00194,2024-02-14 16:57:17.975323,66,M,South,Standard,0
CUST00195,2023-10-27 16:57:17.975329,26,F,West,Basic,0
CUST00196,2024-01-01 16:57:17.975335,25,M,South,Basic,0
CUST00197,2024-11-30 16:57:17.975342,37,M,West,Premium,1
CUST00198,2024-09-23 16:57:17.975349,25,F,North,Basic,0
CUST00199,2024-12-05 16:57:17.975356,49,F,East,Standard,0
CUST00200,2024-01-03 16:57:17.975362,48,M,West,Basic,0
CUST00201,2024-12-14 16:57:17.975368,42,M,South,Premium,0
CUST00202,2024-08-02 16:57:17.975377,67,F,East,Basic,0
CUST00203,2024-08-11 16:57:17.975383,70,M,East,Basic,1
CUST00204,2024-07-10 16:57:17.975387,55,F,South,Standard,0
CUST00205,2023-11-07 16:57:17.975394,48,F,East,Basic,0
CUST00206,2023-11-02 16:57:17.975397,42,F,East,Premium,0
CUST00207,2023-05-28 16:57:17.975401,33,F,South,Standard,0
CUST00208,2025-03-28 16:57:17.975405,38,F,West,Standard,0
CUST00209,2023-07-02 16:57:17.975410,68,M,West,Premium,0
CUST00210,2025-01-02 16:57:17.975414,50,F,North,Standard,0
CUST00211,2025-01-29 16:57:17.975418,51,F,North,Basic,0
CUST00212,2024-12-15 16:57:17.975421,44,M,North,Standard,0
CUST00213,2024-08-13 16:57:17.975425,39,F,North,Standard,0
CUST00214,2023-06-21 16:57:17.975429,52,F,East,Basic,0
CUST00215,2023-12-29 16:57:17.975432,52,M,North,Premium,0
CUST00216,2023-08-04 16:57:17.975436,61,F,South,Basic,0
CUST00217,2025-02-08 16:57:17.975440,45,M,North,Standard,0
CUST00218,2024-11-22 16:57:17.975445,62,F,North,Premium,0
CUST00219,2024-06-13 16:57:17.975451,68,M,East,Standard,0
CUST00220,2024-04-23 16:57:17.975457,45,M,South,Basic,0
CUST00221,2024-03-16 16:57:17.975464,54,M,South,Premium,0
CUST00222,2025-02-20 16:57:17.975470,57,F,South,Standard,0
CUST00223,2023-09-22 16:57:17.975475,27,M,West,Basic,1
CUST00224,2024-08-24 16:57:17.975483,47,F,North,Standard,0
CUST00225,2024-07-21 16:57:17.975492,61,M,North,Standard,0
CUST00226,2024-05-23 16:57:17.975498,55,F,West,Basic,0
CUST00227,2024-08-28 16:57:17.975504,47,F,South,Standard,0
CUST00228,2024-01-03 16:57:17.975510,24,M,West,Basic,0
CUST00229,2024-05-09 16:57:17.975516,54,F,East,Premium,0
CUST00230,2023-07-07 16:57:17.975523,43,F,North,Basic,0
CUST00231,2023-06-09 16:57:17.975529,67,M,West,Standard,0
CUST00232,2024-09-18 16:57:17.975536,56,F,South,Basic,0
CUST00233,2024-10-29 16:57:17.975542,57,F,South,Basic,0
CUST00234,2025-02-01 16:57:17.975550,58,M,East,Standard,0
CUST00235,2025-04-07 16:57:17.975554,55,F,South,Premium,0
CUST00236,2024-07-13 16:57:17.975558,38,F,South,Premium,0
CUST00237,2024-12-27 16:57:17.975562,68,F,East,Premium,0
CUST00238,2024-08-21 16:57:17.975566,70,F,East,Basic,0
CUST00239,2024-05-30 16:57:17.975570,69,M,West,Premium,0
CUST00240,2024-12-18 16:57:17.975573,66,M,West,Basic,1
CUST00241,2024-05-02 16:57:17.975577,23,F,North,Standard,0
CUST00242,2023-11-09 16:57:17.975581,25,F,East,Basic,0
CUST00243,2023-06-23 16:57:17.975585,34,F,East,Premium,0
CUST00244,2023-06-20 16:57:17.975590,32,F,North,Basic,0
CUST00245,2023-10-15 16:57:17.975594,38,M,North,Basic,0
CUST00246,2024-01-22 16:57:17.975598,62,F,West,Premium,1
CUST00247,2024-12-19 16:57:17.975602,20,M,East,Standard,0
CUST00248,2025-01-13 16:57:17.975606,24,M,South,Standard,0
CUST00249,2024-02-02 16:57:17.975609,41,F,South,Standard,0
CUST00250,2023-07-11 16:57:17.975614,24,F,West,Standard,0
CUST00251,2025-04-08 16:57:17.975617,62,F,South,Standard,0
CUST00252,2024-02-11 16:57:17.975621,33,F,North,Basic,0
CUST00253,2024-04-30 16:57:17.975625,52,F,North,Standard,0
CUST00254,2024-08-02 16:57:17.975629,30,M,West,Premium,0
CUST00255,2023-07-03 16:57:17.975635,31,M,North,Standard,0
CUST00256,2024-09-04 16:57:17.975644,26,M,North,Basic,0
CUST00257,2024-10-11 16:57:17.975651,55,M,South,Standard,0
CUST00258,2024-12-11 16:57:17.975657,68,M,East,Premium,0
CUST00259,2024-12-29 16:57:17.975663,52,F,South,Premium,0
CUST00260,2023-07-05 16:57:17.975673,19,M,North,Standard,0
CUST00261,2024-09-10 16:57:17.975681,55,F,North,Premium,0
CUST00262,2024-08-13 16:57:17.975688,21,M,West,Basic,1
CUST00263,2025-01-15 16:57:17.975695,65,M,West,Standard,0
CUST00264,2024-05-06 16:57:17.975707,50,M,West,Basic,1
CUST00265,2024-09-27 16:57:17.975716,57,M,East,Standard,0
CUST00266,2023-07-23 16:57:17.975723,19,M,West,Standard,1
CUST00267,2024-03-01 16:57:17.975729,61,M,West,Basic,0
CUST00268,2024-02-12 16:57:17.975735,22,M,East,Basic,0
CUST00269,2024-12-11 16:57:17.975742,22,M,East,Basic,0
CUST00270,2023-08-02 16:57:17.975749,55,F,West,Basic,0
CUST00271,2023-11-15 16:57:17.975756,36,F,West,Premium,0
CUST00272,2023-05-24 16:57:17.975762,25,M,West,Standard,0
CUST00273,2024-09-20 16:57:17.975769,44,F,West,Standard,0
CUST00274,2024-03-12 16:57:17.975775,64,M,East,Standard,0
CUST00275,2024-06-25 16:57:17.975782,60,F,East,Premium,1
CUST00276,2023-06-08 16:57:17.975788,48,M,North,Premium,0
CUST00277,2025-02-05 16:57:17.975794,45,M,East,Premium,0
CUST00278,2023-10-20 16:57:17.975801,21,F,North,Standard,1
CUST00279,2024-05-14 16:57:17.975807,60,F,North,Standard,0
CUST00280,2023-09-05 16:57:17.975813,37,F,North,Basic,0
CUST00281,2023-12-09 16:57:17.975820,31,M,West,Premium,0
CUST00282,2025-01-21 16:57:17.975826,40,F,North,Standard,1
CUST00283,2023-10-02 16:57:17.975834,32,F,North,Basic,1
CUST00284,2023-07-08 16:57:17.975839,62,F,North,Premium,0
CUST00285,2024-08-05 16:57:17.975842,62,F,East,Standard,0
CUST00286,2025-05-05 16:57:17.975846,29,M,West,Premium,1
CUST00287,2024-12-17 16:57:17.975850,65,M,North,Basic,0
CUST00288,2023-11-15 16:57:17.975855,31,F,West,Standard,0
CUST00289,2024-05-27 16:57:17.975859,28,F,East,Basic,0
CUST00290,2024-06-13 16:57:17.975862,67,M,North,Premium,0
CUST00291,2024-12-01 16:57:17.975866,66,M,North,Standard,0
CUST00292,2024-02-13 16:57:17.975870,60,F,West,Basic,0
CUST00293,2024-02-14 16:57:17.975874,44,F,South,Basic,1
CUST00294,2025-01-15 16:57:17.975878,40,F,North,Standard,0
CUST00295,2023-06-17 16:57:17.975882,61,F,East,Premium,0
CUST00296,2024-09-28 16:57:17.975886,43,M,North,Premium,0
CUST00297,2024-07-07 16:57:17.975891,31,M,East,Standard,0
CUST00298,2024-06-10 16:57:17.975897,25,M,West,Basic,0
CUST00299,2024-02-26 16:57:17.975902,29,M,West,Basic,0
CUST00300,2023-05-22 16:57:17.975908,32,F,North,Standard,0
CUST00301,2025-03-29 16:57:17.975915,45,M,West,Premium,0
CUST00302,2024-06-25 16:57:17.975921,54,F,West,Basic,0
CUST00303,2023-07-26 16:57:17.975930,44,F,North,Standard,0
CUST00304,2025-04-20 16:57:17.975939,38,M,West,Basic,0
CUST00305,2024-05-06 16:57:17.975947,23,F,North,Premium,0
CUST00306,2024-02-20 16:57:17.975967,55,F,North,Standard,0
CUST00307,2024-06-28 16:57:17.975975,65,F,South,Standard,1
CUST00308,2024-11-20 16:57:17.975979,22,M,South,Standard,0
CUST00309,2024-05-17 16:57:17.975983,64,M,South,Premium,0
CUST00310,2024-12-13 16:57:17.975988,34,M,South,Basic,0
CUST00311,2024-12-06 16:57:17.975992,66,M,South,Basic,0
CUST00312,2023-12-23 16:57:17.975996,47,F,East,Basic,0
CUST00313,2024-06-22 16:57:17.976000,27,F,North,Standard,0
CUST00314,2024-02-14 16:57:17.976006,58,F,East,Basic,1
CUST00315,2025-03-15 16:57:17.976010,40,M,East,Standard,0
CUST00316,2024-02-04 16:57:17.976013,20,M,East,Standard,0
CUST00317,2025-02-22 16:57:17.976017,59,M,West,Standard,0
CUST00318,2023-09-25 16:57:17.976021,53,M,West,Basic,1
CUST00319,2023-07-14 16:57:17.976025,30,F,West,Basic,1
CUST00320,2024-12-08 16:57:17.976031,21,F,North,Standard,0
CUST00321,2025-02-14 16:57:17.976035,50,M,North,Premium,0
CUST00322,2023-05-18 16:57:17.976040,46,F,South,Standard,0
CUST00323,2024-04-25 16:57:17.976044,36,F,West,Standard,0
CUST00324,2023-06-16 16:57:17.976048,56,M,East,Premium,0
CUST00325,2024-06-08 16:57:17.976051,24,F,East,Standard,0
CUST00326,2023-07-09 16:57:17.976055,56,M,East,Premium,0
CUST00327,2023-09-23 16:57:17.976059,60,M,East,Standard,0
CUST00328,2023-07-10 16:57:17.976062,62,F,South,Basic,1
CUST00329,2023-05-17 16:57:17.976066,23,F,West,Basic,0
CUST00330,2024-06-09 16:57:17.976070,70,M,North,Basic,0
CUST00331,2023-06-25 16:57:17.976074,45,F,North,Standard,0
CUST00332,2024-06-29 16:57:17.976078,29,M,East,Standard,0
CUST00333,2024-10-27 16:57:17.976081,32,M,South,Premium,0
CUST00334,2024-07-13 16:57:17.976086,68,M,North,Basic,0
CUST00335,2024-06-01 16:57:17.976093,67,M,West,Premium,0
CUST00336,2024-11-26 16:57:17.976099,29,M,West,Premium,0
CUST00337,2024-03-17 16:57:17.976105,41,M,West,Basic,0
CUST00338,2024-07-24 16:57:17.976111,66,F,South,Basic,0
CUST00339,2024-09-09 16:57:17.976118,37,F,South,Standard,0
CUST00340,2023-06-17 16:57:17.976124,54,F,West,Standard,0
CUST00341,2024-04-15 16:57:17.976130,50,F,South,Premium,0
CUST00342,2023-08-31 16:57:17.976138,26,F,North,Basic,0
CUST00343,2024-01-05 16:57:17.976144,41,M,North,Standard,0
CUST00344,2025-02-15 16:57:17.976150,66,M,East,Standard,1
CUST00345,2023-12-03 16:57:17.976156,27,F,North,Premium,0
CUST00346,2024-02-05 16:57:17.976162,40,M,West,Premium,0
CUST00347,2024-04-01 16:57:17.976168,50,F,South,Standard,0
CUST00348,2025-02-17 16:57:17.976174,41,M,North,Standard,0
CUST00349,2025-01-30 16:57:17.976180,63,F,South,Premium,0
CUST00350,2025-04-02 16:57:17.976186,36,F,South,Basic,0
CUST00351,2024-01-17 16:57:17.976192,46,M,North,Premium,1
CUST00352,2024-08-22 16:57:17.976201,31,M,West,Premium,0
CUST00353,2024-07-20 16:57:17.976208,33,F,North,Premium,0
CUST00354,2024-09-09 16:57:17.976216,44,F,North,Premium,0
CUST00355,2023-12-17 16:57:17.976223,56,M,South,Basic,0
CUST00356,2024-12-15 16:57:17.976230,36,F,North,Basic,0
CUST00357,2024-05-15 16:57:17.976236,33,F,South,Basic,0
CUST00358,2023-06-27 16:57:17.976242,23,F,North,Basic,0
CUST00359,2023-11-01 16:57:17.976248,50,M,West,Standard,0
CUST00360,2025-03-28 16:57:17.976254,58,F,East,Standard,0
CUST00361,2025-04-25 16:57:17.976260,40,M,East,Premium,1
CUST00362,2023-07-09 16:57:17.976263,58,M,East,Premium,0
CUST00363,2025-03-27 16:57:17.976267,40,F,South,Basic,0
CUST00364,2024-01-22 16:57:17.976271,62,F,South,Premium,1
CUST00365,2025-03-08 16:57:17.976275,63,F,North,Standard,0
CUST00366,2024-10-17 16:57:17.976279,20,M,North,Standard,0
CUST00367,2024-06-28 16:57:17.976283,50,F,West,Standard,0
CUST00368,2025-04-04 16:57:17.976287,66,M,East,Standard,1
CUST00369,2025-03-24 16:57:17.976290,59,F,East,Premium,0
CUST00370,2024-04-30 16:57:17.976294,45,F,West,Standard,1
CUST00371,2024-05-29 16:57:17.976298,29,F,West,Standard,0
CUST00372,2023-11-27 16:57:17.976302,35,M,West,Premium,0
CUST00373,2024-02-26 16:57:17.976306,56,M,East,Standard,1
CUST00374,2025-01-26 16:57:17.976309,23,F,East,Standard,0
CUST00375,2024-02-10 16:57:17.976313,56,F,South,Basic,0
CUST00376,2024-02-12 16:57:17.976316,40,F,North,Basic,0
CUST00377,2024-05-15 16:57:17.976320,57,F,East,Basic,0
CUST00378,2025-03-14 16:57:17.976324,22,F,East,Basic,0
CUST00379,2023-06-16 16:57:17.976328,28,M,South,Basic,0
CUST00380,2023-06-17 16:57:17.976336,68,F,North,Premium,0
CUST00381,2025-03-04 16:57:17.976344,33,F,East,Standard,0
CUST00382,2023-10-09 16:57:17.976350,20,M,West,Standard,0
CUST00383,2024-04-26 16:57:17.976358,46,M,South,Basic,0
CUST00384,2024-05-01 16:57:17.976366,43,F,East,Premium,0
CUST00385,2025-01-15 16:57:17.976372,19,M,West,Basic,0
CUST00386,2024-04-10 16:57:17.976378,53,M,East,Standard,0
CUST00387,2023-05-22 16:57:17.976384,46,M,East,Basic,0
CUST00388,2023-12-26 16:57:17.976390,30,M,South,Premium,1
CUST00389,2024-02-04 16:57:17.976395,29,F,North,Basic,0
CUST00390,2024-06-18 16:57:17.976400,60,F,North,Basic,0
CUST00391,2023-11-03 16:57:17.976404,36,F,South,Basic,0
CUST00392,2023-05-16 16:57:17.976407,62,M,East,Basic,0
CUST00393,2024-09-24 16:57:17.976411,25,M,South,Premium,0
CUST00394,2023-12-23 16:57:17.976414,19,F,East,Standard,0
CUST00395,2023-10-25 16:57:17.976418,26,M,North,Standard,0
CUST00396,2024-03-30 16:57:17.976423,63,F,West,Standard,0
CUST00397,2023-10-01 16:57:17.976426,22,M,East,Basic,1
CUST00398,2025-02-25 16:57:17.976430,46,F,East,Premium,1
CUST00399,2023-10-25 16:57:17.976434,58,M,South,Standard,0
CUST00400,2023-12-14 16:57:17.976439,21,M,South,Standard,0
CUST00401,2024-11-24 16:57:17.976443,28,F,South,Standard,0
CUST00402,2023-11-27 16:57:17.976448,36,M,East,Premium,0
CUST00403,2023-07-31 16:57:17.976452,53,F,South,Basic,0
CUST00404,2024-07-05 16:57:17.976455,57,M,South,Basic,0
CUST00405,2023-09-25 16:57:17.976459,27,M,East,Basic,0
CUST00406,2025-03-30 16:57:17.976463,70,M,North,Premium,0
CUST00407,2023-07-25 16:57:17.976466,67,F,South,Basic,0
CUST00408,2024-03-11 16:57:17.976470,57,M,West,Basic,0
CUST00409,2023-10-31 16:57:17.976474,36,F,West,Premium,0
CUST00410,2023-06-10 16:57:17.976478,43,F,West,Premium,0
